Aygır,Ülke Adı,Irk Adı,Koşan Tay Adet,Kazanan Yavru Adet,Koşu,1.,2.,3.,4.,5.,1.%,2.%,3.%,4.%,5.%,Kazanç
ASIAN BRIDGE,İRLANDA,İngiliz,4.0,0.0,27.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,4.0,11.0,15.0,"6.400,00"
ATEŞİNKO,TÜRKİYE,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
AUCTION RING,ABD,İngiliz,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
"Daha Fazla Sonuç Göster
                        
 
                        Toplam 3553 sonuçtan 2850 tanesi gösteriliyor
                    
Başa Dön


                 
            


                    Yükleniyor...",,,,,,,,,,,,,,,,
BACHIR,İRLANDA,İngiliz,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
BAKHAROFF,ABD,İngiliz,1.0,0.0,29.0,0.0,5.0,5.0,2.0,2.0,0.0,17.0,17.0,7.0,7.0,"46.720,00"
BELVEDER,TÜRKİYE,İngiliz,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
BEVELED,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
BLACK BULL,TÜRKİYE,İngiliz,4.0,0.0,17.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,"7.440,00"
BLACK SEA,TÜRKİYE,İngiliz,3.0,0.0,24.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,8.0,"4.600,00"
BLUSHING GROOM,FRANSA,İngiliz,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,",00"
CAVO DORO,İRLANDA,İngiliz,1.0,0.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,20.0,20.0,40.0,0.0,",00"
CELESTIAL STORM,ABD,İngiliz,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
CHIEF HONCHO,ABD,İngiliz,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
CONQUISTADOR CIELO,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
CRICKET BALL,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
CUMA,TÜRKİYE,İngiliz,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
CZARAVICH,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
DICTATORS SONG,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
DASHING BLADE,İNGİLTERE,İngiliz,5.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
DAUN,ALMANYA,İngiliz,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,"5.400,00"
DOCKSIDER,ABD,İngiliz,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
DOTSERO,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
DOUBLE BED,FRANSA,İngiliz,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,"33.839,42"
DOWSING,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ERINS ISLE,İRLANDA,İngiliz,1.0,0.0,15.0,0.0,1.0,0.0,2.0,1.0,0.0,7.0,0.0,13.0,7.0,"4.555,00"
ESERİM,TÜRKİYE,İngiliz,2.0,0.0,9.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,11.0,22.0,0.0,"230,00"
FLASHING STAR,TÜRKİYE,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
FLY SO FREE,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
FOXHOUND,ABD,İngiliz,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
FRAGRANT MIX,İRLANDA,İngiliz,1.0,0.0,7.0,0.0,3.0,0.0,1.0,1.0,0.0,43.0,0.0,14.0,14.0,"30.000,00"
FRUITS OF LOVE,ABD,İngiliz,1.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,",00"
GAGLIANO,FRANSA,İngiliz,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
GARUDA,TÜRKİYE,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
GEK,BULGARİSTAN,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
GENÇBERK,TÜRKİYE,İngiliz,1.0,0.0,30.0,0.0,2.0,1.0,2.0,3.0,0.0,7.0,3.0,7.0,10.0,"9.900,00"
GEROLD,RUSYA,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,",00"
GÖKTAŞI,TÜRKİYE,İngiliz,5.0,0.0,24.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,4.0,8.0,"3.150,00"
GÖNLÜBOL,TÜRKİYE,İngiliz,2.0,0.0,26.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,4.0,8.0,"6.830,00"
GLOW,ABD,İngiliz,1.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,60.0,20.0,0.0,",00"
GORSE,İNGİLTERE,İngiliz,1.0,0.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,"6.900,00"
GRAND GOLA,TÜRKİYE,İngiliz,1.0,0.0,14.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,14.0,14.0,"2.100,00"
GREINTON,İNGİLTERE,İngiliz,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
GREAT PALM,ABD,İngiliz,1.0,0.0,19.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,5.0,16.0,5.0,"10.100,00"
GREENSMITH,İNGİLTERE,İngiliz,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,"4.875,00"
HELLIOS,ABD,İngiliz,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
HOUSAMIX,FRANSA,İngiliz,2.0,0.0,26.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,8.0,0.0,"7.031,00"
ÇALDIRAN I,TÜRKİYE,İngiliz,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
EMRAH I,TÜRKİYE,İngiliz,2.0,0.0,19.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,5.0,5.0,"1.730,00"
KARAYEL I,TÜRKİYE,İngiliz,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ORHAN I,TÜRKİYE,İngiliz,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SABIR I,TÜRKİYE,İngiliz,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,",00"
TROPICANA I,TÜRKİYE,İngiliz,8.0,0.0,75.0,0.0,2.0,4.0,3.0,7.0,0.0,3.0,5.0,4.0,9.0,"16.280,00"
ŞAMPİYON,TÜRKİYE,İngiliz,1.0,0.0,20.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0,5.0,0.0,"4.500,00"
"Daha Fazla Sonuç Göster
                        
 
                        Toplam 3553 sonuçtan 2900 tanesi gösteriliyor
                    
Başa Dön


                 
            


                    Yükleniyor...",,,,,,,,,,,,,,,,
ŞAFAK II,TÜRKİYE,İngiliz,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
INCREDIBLE,İRLANDA,İngiliz,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
INDIAN LODGE,İRLANDA,İngiliz,1.0,0.0,17.0,0.0,1.0,3.0,1.0,0.0,0.0,6.0,18.0,6.0,0.0,"17.510,00"
ISLANDER,TÜRKİYE,İngiliz,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
JEUNE HOMME,ABD,İngiliz,1.0,0.0,32.0,0.0,3.0,3.0,3.0,4.0,0.0,9.0,9.0,9.0,12.0,"34.520,00"
JOLLY GROOM,ABD,İngiliz,1.0,0.0,10.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,30.0,10.0,0.0,"7.042,50"
KALANISI,İRLANDA,İngiliz,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
KENDOR,FRANSA,İngiliz,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
KERCH,BULGARİSTAN,İngiliz,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,"4.487,50"
L'EMIGRANT,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,",00"
LALA,TÜRKİYE,İngiliz,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
LARRY,TÜRKİYE,İngiliz,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
LIDHAME,İNGİLTERE,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
LOUIS CYPHRE,İRLANDA,İngiliz,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
LOVE THE GROOM,ABD,İngiliz,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,"89.452,14"
LOVERBOY,TÜRKİYE,İngiliz,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
LUJAIN,ABD,İngiliz,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MILLKOM,İNGİLTERE,İngiliz,1.0,0.0,16.0,0.0,1.0,2.0,2.0,4.0,0.0,6.0,12.0,12.0,25.0,"13.330,00"
MİLYAR,TÜRKİYE,İngiliz,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MIROLUB,BULGARİSTAN,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MAJORIEN,İNGİLTERE,İngiliz,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MARIA'S MON,ABD,İngiliz,1.0,0.0,13.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,8.0,15.0,8.0,"3.986,25"
MARQUETRY,ABD,İngiliz,2.0,0.0,22.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,9.0,9.0,0.0,"7.731,30"
MONSUN,ALMANYA,İngiliz,3.0,0.0,19.0,0.0,1.0,3.0,3.0,5.0,0.0,5.0,16.0,16.0,26.0,"17.620,00"
MR ERIC,TÜRKİYE,İngiliz,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MR CHICO,TÜRKİYE,İngiliz,4.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
NALTAY,TÜRKİYE,İngiliz,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
NARİNO,TÜRKİYE,İngiliz,5.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,",00"
NEDYM,TÜRKİYE,İngiliz,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
NORDANCE,ABD,İngiliz,2.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0,0.0,12.0,12.0,0.0,25.0,",00"
NORTHERN BABY,KANADA,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,",00"
NORTHERN CRYSTAL,İNGİLTERE,İngiliz,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,"15.989,09"
OBSERVATION POST,İRLANDA,İngiliz,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,"2.760,00"
OCTAGONAL,YENİ ZELENDA,İngiliz,2.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,20.0,0.0,20.0,"103.472,00"
PISTOLET BLEU,İRLANDA,İngiliz,2.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,"5.600,00"
PAS DE PRESS,TÜRKİYE,İngiliz,3.0,0.0,72.0,0.0,2.0,9.0,7.0,3.0,0.0,3.0,12.0,10.0,4.0,"27.515,00"
PASEDENA,TÜRKİYE,İngiliz,2.0,0.0,36.0,0.0,3.0,7.0,1.0,3.0,0.0,8.0,19.0,3.0,8.0,"35.369,60"
PERRAULT,İNGİLTERE,İngiliz,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
PETONG JUNIOR,TÜRKİYE,İngiliz,1.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,25.0,25.0,25.0,"325,00"
PETOSKI,İNGİLTERE,İngiliz,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
RIVER FALLS,İNGİLTERE,İngiliz,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,"1.560,00"
RAŞOMON,TÜRKİYE,İngiliz,8.0,0.0,83.0,0.0,3.0,6.0,5.0,6.0,0.0,4.0,7.0,6.0,7.0,"18.560,00"
RAUT,RUSYA,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,",00"
REGAL CLASSIC,ABD,İngiliz,1.0,0.0,14.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,36.0,21.0,"5.655,00"
ROI DANZIG,ABD,İngiliz,2.0,0.0,83.0,0.0,5.0,9.0,13.0,11.0,0.0,6.0,11.0,16.0,13.0,"23.975,50"
ROCK HOPPER,İNGİLTERE,İngiliz,1.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,11.0,"975,00"
ROY,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
RUDIMENTARY,ABD,İngiliz,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SIR CAT,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SADLER'S WELLS,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
"Daha Fazla Sonuç Göster
                        
 
                        Toplam 3553 sonuçtan 2950 tanesi gösteriliyor
                    
Başa Dön


                 
            


                    Yükleniyor...",,,,,,,,,,,,,,,,
SELİM ŞAH,TÜRKİYE,İngiliz,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SENDAWAR,İRLANDA,İngiliz,1.0,0.0,20.0,0.0,1.0,1.0,3.0,5.0,0.0,5.0,5.0,15.0,25.0,"12.140,00"
SENOR SPEEDY,ABD,İngiliz,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SEREN,TÜRKİYE,İngiliz,1.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,10.0,"52,00"
SERENGİL,TÜRKİYE,İngiliz,1.0,0.0,18.0,0.0,1.0,0.0,1.0,2.0,0.0,6.0,0.0,6.0,11.0,"6.650,00"
SHINKO FOREST,İRLANDA,İngiliz,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SHAAMIT,İRLANDA,İngiliz,1.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,"8.120,00"
SHAHRASTANI,ABD,İngiliz,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,",00"
SHALFORD,İRLANDA,İngiliz,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SHARDARI,İNGİLTERE,İngiliz,1.0,0.0,9.0,0.0,1.0,1.0,2.0,0.0,0.0,11.0,11.0,22.0,0.0,"8.100,00"
SHOWBROOK,İRLANDA,İngiliz,1.0,0.0,19.0,0.0,1.0,0.0,2.0,2.0,0.0,5.0,0.0,11.0,11.0,"5.410,00"
SKI CHIEF,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SONG,TÜRKİYE,İngiliz,3.0,0.0,34.0,0.0,1.0,0.0,2.0,4.0,0.0,3.0,0.0,6.0,12.0,",00"
SORTIE,TÜRKİYE,İngiliz,2.0,0.0,28.0,0.0,1.0,1.0,2.0,3.0,0.0,4.0,4.0,7.0,11.0,"11.580,00"
SPEED,TÜRKİYE,İngiliz,3.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,",00"
SPEEDY FIGHTER,TÜRKİYE,İngiliz,4.0,0.0,55.0,0.0,1.0,7.0,2.0,5.0,0.0,2.0,13.0,4.0,9.0,"20.650,00"
ST JOVITE,ABD,İngiliz,1.0,0.0,22.0,0.0,2.0,1.0,3.0,2.0,0.0,9.0,5.0,14.0,9.0,"14.850,00"
STALKER,İNGİLTERE,İngiliz,1.0,0.0,18.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,17.0,11.0,6.0,",00"
STALWART,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,",00"
STORM BOOT,ABD,İngiliz,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
STORM CAT,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SUPREMO,ABD,İngiliz,1.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,0.0,12.0,0.0,"3.240,00"
SUZDAL,RUSYA,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SWISS DESERT,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
TINTEROSSE,FRANSA,İngiliz,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
TAKE RISKS,FRANSA,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
TEMAŞA,TÜRKİYE,İngiliz,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
THE WIND,TÜRKİYE,İngiliz,1.0,0.0,16.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,12.0,"2.500,00"
THE WEST,ABD,İngiliz,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
TRIPLE BUCK,ABD,İngiliz,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,"11.040,00"
TRY STAR,İNGİLTERE,İngiliz,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
VICTORIOUS,ABD,İngiliz,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
VALANOUR,İRLANDA,İngiliz,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
VEZİR,TÜRKİYE,İngiliz,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
VİDO I,TÜRKİYE,İngiliz,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
WILD AGAIN,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
WITH APPROVAL,ABD,İngiliz,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
WAAJIB,İRLANDA,İngiliz,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,"335,00"
WEKIVA SPRINGS,ABD,İngiliz,1.0,0.0,19.0,0.0,2.0,2.0,1.0,2.0,0.0,11.0,11.0,5.0,11.0,"16.950,00"
ZERO,TÜRKİYE,İngiliz,3.0,0.0,33.0,0.0,1.0,0.0,2.0,4.0,0.0,3.0,0.0,6.0,12.0,",00"
İLTER,TÜRKİYE,Arap,11.0,0.0,77.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,3.0,6.0,3.0,"10.020,00"
İZZET,TÜRKİYE,Arap,1.0,0.0,17.0,0.0,2.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,6.0,"9.800,00"
ALPER,TÜRKİYE,Arap,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ARCAN,TÜRKİYE,Arap,4.0,0.0,63.0,0.0,2.0,4.0,5.0,5.0,0.0,3.0,6.0,8.0,8.0,"11.900,00"
BARBAROS.6,TÜRKİYE,Arap,3.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,",00"
BAYRAM UÇAR,TÜRKİYE,Arap,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
CANKILIÇ,TÜRKİYE,Arap,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
CEMİL,TÜRKİYE,Arap,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,",00"
DARIKE,FRANSA,Arap,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
DJELFOR,FRANSA,Arap,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,"15.989,09"
"Daha Fazla Sonuç Göster
                        
 
                        Toplam 3553 sonuçtan 3000 tanesi gösteriliyor
                    
Başa Dön


                 
            


                    Yükleniyor...",,,,,,,,,,,,,,,,
DJOURAS TU,FRANSA,Arap,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,67.0,",00"
DRAKON,ALMANYA(A),Arap,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,"3.690,00"
ENDEL,POLONYA(A),Arap,1.0,0.0,34.0,0.0,1.0,4.0,2.0,4.0,0.0,3.0,12.0,6.0,12.0,"19.800,00"
GÜRKAN,TÜRKİYE,Arap,2.0,0.0,46.0,0.0,1.0,0.0,5.0,6.0,0.0,2.0,0.0,11.0,13.0,"10.315,00"
GARSAL,ALMANYA(A),Arap,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ERHANBEY.1,TÜRKİYE,Arap,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
KAPTAN.1,TÜRKİYE,Arap,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ÖZAY,TÜRKİYE,Arap,3.0,0.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,"355,00"
KARAT,RUSYA(A),Arap,1.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,",00"
MELİHCAN,TÜRKİYE,Arap,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MIH,TÜRKİYE,Arap,1.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,",00"
OĞULCAN,TÜRKİYE,Arap,3.0,0.0,30.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,3.0,"6.300,00"
PILIGRIM,RUSYA(A),Arap,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
PUSAT,TÜRKİYE,Arap,2.0,0.0,11.0,0.0,1.0,1.0,0.0,3.0,0.0,9.0,9.0,0.0,27.0,"7.680,00"
SA'D.1/72,TÜRKİYE,Arap,2.0,0.0,16.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,12.0,6.0,0.0,"2.590,00"
SAMBEY,TÜRKİYE,Arap,3.0,0.0,41.0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,5.0,2.0,7.0,"6.650,00"
SONBATUR,TÜRKİYE,Arap,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
TİMURBEY,TÜRKİYE,Arap,2.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,8.0,",00"
TANDOĞAN.1,TÜRKİYE,Arap,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
