Kısrak,Ülke Adı,Irk Adı,Koşan Tay Adet,Koşu,1.,2.,3.,4.,5.,1.%,2.%,3.%,4.%,5.%,Kazanç
JULEM,TÜRKİYE,İngiliz,1.0,13.0,0.0,1.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,23.0,"17.820,00"
RÜZGAR BORA,TÜRKİYE,İngiliz,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SEA PRINCESS,TÜRKİYE,İngiliz,4.0,46.0,0.0,4.0,4.0,6.0,8.0,0.0,9.0,9.0,13.0,17.0,"324.012,50"
HOLLY HOLIDAY,TÜRKİYE,İngiliz,4.0,36.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,8.0,0.0,"55.315,00"
WALDORF,TÜRKİYE,İngiliz,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ZAKHAROVA,TÜRKİYE,İngiliz,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,"6.820,00"
LEYLASU,TÜRKİYE,İngiliz,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
GÜZİN SULTAN,TÜRKİYE,Arap,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
KELEŞ KIZI,TÜRKİYE,Arap,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ASLIYAR,TÜRKİYE,Arap,2.0,19.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,16.0,16.0,"32.430,00"
LYRA,TÜRKİYE,Arap,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,"31.395,00"
BAHARGİBİ,TÜRKİYE,Arap,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,"1.638,75"
REKASYAKIZI,TÜRKİYE,Arap,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ZEBRAKIZI,TÜRKİYE,Arap,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
TARÇINIM,TÜRKİYE,Arap,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
HAYMAANA,TÜRKİYE,Arap,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
AYGÜLÜM,TÜRKİYE,Arap,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
BURUKKIZI,TÜRKİYE,Arap,1.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14.0,14.0,0.0,"35.995,00"
KALPTEN,TÜRKİYE,Arap,1.0,8.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,12.0,12.0,25.0,"27.600,00"
AKIL KÜPÜ,TÜRKİYE,Arap,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
BEROCCO,İRLANDA,İngiliz,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
AĞASLAN,TÜRKİYE,İngiliz,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
DEMİRCİ GÜZELİ,TÜRKİYE,İngiliz,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,"31.395,00"
QUEEN OF AGEAN,TÜRKİYE,İngiliz,4.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,"16.847,50"
GREY DESERT,İNGİLTERE,İngiliz,1.0,19.0,0.0,1.0,1.0,3.0,3.0,0.0,5.0,5.0,16.0,16.0,"45.650,00"
RIHLE,TÜRKİYE,İngiliz,2.0,20.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,10.0,5.0,0.0,"46.230,00"
ŞENBEDÜŞ,TÜRKİYE,Arap,1.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,11.0,"15.582,50"
DALDAGÜL,TÜRKİYE,Arap,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,"13.800,00"
BİLLURUM,TÜRKİYE,Arap,2.0,12.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,17.0,17.0,8.0,"43.786,25"
GAKKOŞKIZ,TÜRKİYE,Arap,3.0,32.0,0.0,2.0,0.0,1.0,4.0,0.0,6.0,0.0,3.0,12.0,"97.980,00"
KARAGÜZEL,TÜRKİYE,Arap,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
VOKAL,TÜRKİYE,Arap,1.0,16.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,6.0,19.0,19.0,"57.902,50"
AĞRI KIZI,TÜRKİYE,Arap,3.0,17.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,12.0,6.0,6.0,"29.526,25"
ALŞALLI,TÜRKİYE,Arap,2.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,"6.210,00"
AYYÜZLÜM,TÜRKİYE,Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
FİLDİŞİ,TÜRKİYE,Arap,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
PEGASUSKAYA,TÜRKİYE,Arap,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
LIBRE VILLE,İNGİLTERE,İngiliz,1.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,9.0,"7.370,00"
CYRSTAL COVE,TÜRKİYE,İngiliz,1.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,9.0,0.0,"20.872,50"
MY FIRST LADY,TÜRKİYE,İngiliz,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
PODARKES,TÜRKİYE,İngiliz,2.0,12.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,17.0,0.0,17.0,"234.000,00"
QUEEN JAZZ,TÜRKİYE,İngiliz,2.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,"6.210,00"
TUMAI,TÜRKİYE,İngiliz,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ARJİN,TÜRKİYE,İngiliz,2.0,11.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.0,9.0,9.0,"15.036,25"
YOLCU KIZI,TÜRKİYE,İngiliz,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,"60.720,00"
BERTARAF,TÜRKİYE,Arap,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,"9.660,00"
NORDİN,TÜRKİYE,Arap,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,"24.840,00"
SİMAYEFTAL,TÜRKİYE,Arap,3.0,12.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,17.0,8.0,17.0,"142.252,50"
ÖZLEMGÜL,TÜRKİYE,Arap,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,"13.800,00"
ŞÜKRAN HANIM,TÜRKİYE,Arap,2.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,"31.050,00"
CANCEYLANIM,TÜRKİYE,Arap,1.0,10.0,0.0,1.0,0.0,1.0,1.0,0.0,10.0,0.0,10.0,10.0,"45.770,00"
DAVUTKIZI,TÜRKİYE,Arap,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
DOĞU KIZI,TÜRKİYE,Arap,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MİHRİ SULTAN,TÜRKİYE,Arap,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
KARINCAEZMEZ,TÜRKİYE,Arap,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
RANA SULTAN,TÜRKİYE,Arap,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ÇİSİL,TÜRKİYE,Arap,2.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,"1.638,75"
ANAEL,TÜRKİYE,İngiliz,2.0,24.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,4.0,8.0,"48.300,00"
YAĞMURÇİÇEĞİ,TÜRKİYE,Arap,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,"4.025,00"
GÖL,TÜRKİYE,Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
YASOŞKIZ,TÜRKİYE,Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
KIRNIÇHANIM,TÜRKİYE,Arap,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MÜRVETGÜLÜ,TÜRKİYE,Arap,3.0,35.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,14.0,"24.380,00"
MAGIC SLIPPER,TÜRKİYE,İngiliz,2.0,21.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,10.0,24.0,0.0,"69.230,00"
VILLA LEONA,TÜRKİYE,İngiliz,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
BABYGUSKA,TÜRKİYE,İngiliz,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SİHİRLİ,TÜRKİYE,İngiliz,2.0,22.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,9.0,5.0,0.0,"83.835,00"
ADIYEŞ,TÜRKİYE,İngiliz,2.0,30.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,7.0,0.0,10.0,"27.916,25"
TEKFORDSULTAN,TÜRKİYE,Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MELİSİNKIZI,TÜRKİYE,Arap,2.0,15.0,0.0,1.0,0.0,1.0,2.0,0.0,7.0,0.0,7.0,13.0,"32.200,00"
DİZEL KIZI,TÜRKİYE,Arap,2.0,30.0,0.0,4.0,6.0,1.0,3.0,0.0,13.0,20.0,3.0,10.0,"502.780,00"
BAŞAK ARAPKIZI,TÜRKİYE,Arap,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
DENİZAY,TÜRKİYE,Arap,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
KÜÇÜK MÜJGAN,TÜRKİYE,Arap,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ZUZANKA,POLONYA(A),Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ECHANA,POLONYA(A),Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MISS D'OR,FRANSA,Arap,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,",00"
BIBURY,TÜRKİYE,İngiliz,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,",00"
MASANDRA,İRLANDA,İngiliz,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,"418.186,80"
GONBARDA,ALMANYA,İngiliz,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,"152.513,00"
AL ANDALYYA,ABD,İngiliz,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,"76.256,50"
HERE KITTY KITTY,ABD(A),Arap,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,"43.101,50"
WINDSOR COUNTY,İNGİLTERE,İngiliz,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,"152.513,00"
NEWSREEL,İRLANDA,İngiliz,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,",00"
CROISIERE,ABD,İngiliz,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,"38.128,25"
DOĞUNUN GÜNEŞİ,TÜRKİYE,Arap,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,"4.600,00"
GÜLHAYATCAN,TÜRKİYE,Arap,3.0,19.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,"20.700,00"
BUDAGEÇER,TÜRKİYE,Arap,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MUAZZEZ,TÜRKİYE,Arap,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
EZGİ SESİ,TÜRKİYE,Arap,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
BALLYCLARE,ABD,İngiliz,2.0,16.0,0.0,2.0,1.0,2.0,2.0,0.0,12.0,6.0,12.0,12.0,"334.391,25"
GÜN ANA,TÜRKİYE,İngiliz,2.0,10.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,20.0,10.0,0.0,"28.865,00"
CREAMPIE,TÜRKİYE,İngiliz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ATEN CAT,TÜRKİYE,İngiliz,1.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,0.0,12.0,"35.075,00"
KINA KINA,TÜRKİYE,Arap,2.0,12.0,0.0,1.0,2.0,0.0,1.0,0.0,8.0,17.0,0.0,8.0,"64.515,00"
ESKULINA,İNGİLTERE,İngiliz,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ECEHANIM,TÜRKİYE,Arap,1.0,11.0,0.0,2.0,1.0,2.0,1.0,0.0,18.0,9.0,18.0,9.0,"105.110,00"
FLORA,TÜRKİYE,İngiliz,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SABRET,TÜRKİYE,İngiliz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MERAM,TÜRKİYE,İngiliz,2.0,18.0,0.0,4.0,3.0,2.0,2.0,0.0,22.0,17.0,11.0,11.0,"421.917,50"
BIG LOVE,ABD,İngiliz,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,",00"
AKASYA,TÜRKİYE,Arap,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SOYLU GÜZEL,TÜRKİYE,İngiliz,1.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,25.0,50.0,25.0,"33.810,00"
SEVİMLİGÜZEL,TÜRKİYE,İngiliz,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,"4.140,00"
PADOKGÜLÜ,TÜRKİYE,Arap,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
İZELAY,TÜRKİYE,Arap,3.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,"18.745,00"
SOKU,TÜRKİYE,Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ARZUKIZ,TÜRKİYE,Arap,1.0,25.0,0.0,3.0,3.0,0.0,4.0,0.0,12.0,12.0,0.0,16.0,"143.060,00"
BEST TULIP,TÜRKİYE,İngiliz,2.0,23.0,0.0,2.0,2.0,5.0,5.0,0.0,9.0,9.0,22.0,22.0,"140.070,00"
SIGNORELLA,İNGİLTERE,İngiliz,2.0,11.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,9.0,9.0,18.0,"22.425,00"
SIRMIONE,ABD,İngiliz,1.0,11.0,0.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,9.0,9.0,"42.090,00"
REBEKA,TÜRKİYE,Arap,1.0,12.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,42.0,8.0,"35.305,00"
ÇAKIRINGÜLÜ,TÜRKİYE,Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
JOYA,TÜRKİYE,İngiliz,2.0,23.0,0.0,1.0,3.0,2.0,2.0,0.0,4.0,13.0,9.0,9.0,"86.940,00"
WOLF TRAP,TÜRKİYE,İngiliz,2.0,17.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,12.0,6.0,"22.223,75"
CELLO MASTER,TÜRKİYE,İngiliz,3.0,10.0,0.0,3.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,10.0,"266.090,00"
GOLDEN STEP,TÜRKİYE,İngiliz,1.0,8.0,0.0,1.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,38.0,"27.025,00"
IMPOSING,TÜRKİYE,İngiliz,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,"6.210,00"
INVINCIBLE LION,TÜRKİYE,İngiliz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
BONCUK,TÜRKİYE,İngiliz,2.0,16.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,12.0,12.0,0.0,"76.015,00"
COOL BALA,TÜRKİYE,İngiliz,2.0,12.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,25.0,8.0,"120.340,00"
BARDAM,TÜRKİYE,İngiliz,3.0,15.0,0.0,1.0,2.0,2.0,1.0,0.0,7.0,13.0,13.0,7.0,"301.005,00"
MAKARON,TÜRKİYE,İngiliz,3.0,16.0,0.0,3.0,4.0,3.0,1.0,0.0,19.0,25.0,19.0,6.0,"659.777,50"
NİNLİL,TÜRKİYE,Arap,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
CAT WELLS,TÜRKİYE,İngiliz,2.0,20.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,10.0,0.0,5.0,"41.515,00"
BENGUN,ABD,İngiliz,1.0,10.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,10.0,20.0,20.0,"54.567,50"
SHIBUMI,TÜRKİYE,İngiliz,1.0,14.0,0.0,2.0,2.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,"116.725,00"
BİZİM BAŞAK,TÜRKİYE,Arap,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MEDOC,TÜRKİYE,İngiliz,2.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,11.0,0.0,"74.865,00"
MAJULI,TÜRKİYE,İngiliz,2.0,10.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,30.0,20.0,0.0,"212.520,00"
ÖZGESU,TÜRKİYE,Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MIAMI BEACH,TÜRKİYE,İngiliz,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,25.0,25.0,0.0,"87.745,00"
AYTOZU,TÜRKİYE,Arap,1.0,8.0,0.0,2.0,1.0,0.0,1.0,0.0,25.0,12.0,0.0,12.0,"262.027,50"
DELTA SOY,TÜRKİYE,Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
CANYAKAR,İRLANDA,İngiliz,3.0,33.0,0.0,2.0,2.0,3.0,3.0,0.0,6.0,6.0,9.0,9.0,"301.610,00"
AQUA AURA,ABD,İngiliz,2.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,7.0,"23.460,00"
HIJAB,İNGİLTERE,İngiliz,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,20.0,20.0,0.0,"16.170,00"
ELA HANIM,TÜRKİYE,Arap,3.0,32.0,0.0,5.0,3.0,1.0,5.0,0.0,16.0,9.0,3.0,16.0,"158.211,25"
GÜLLER AÇTI,TÜRKİYE,İngiliz,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
AYNURUM,TÜRKİYE,Arap,2.0,16.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,12.0,"20.843,75"
SELVİHAN,TÜRKİYE,Arap,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ERENYILDIZI,TÜRKİYE,Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
AYNIŞAH,TÜRKİYE,İngiliz,2.0,13.0,0.0,2.0,1.0,1.0,2.0,0.0,15.0,8.0,8.0,15.0,"352.235,00"
ALINYAZGISI,TÜRKİYE,Arap,2.0,31.0,0.0,6.0,8.0,1.0,1.0,0.0,19.0,26.0,3.0,3.0,"263.407,50"
LİTYA,TÜRKİYE,Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
OPSTINATE,TÜRKİYE,İngiliz,1.0,15.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,13.0,7.0,7.0,"38.237,50"
SAKİNDENİZ,TÜRKİYE,Arap,2.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,"43.355,00"
HOPE FOR GOOD,TÜRKİYE,İngiliz,2.0,13.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,8.0,23.0,"34.011,25"
HABERCİK,TÜRKİYE,Arap,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
BIG SUZY,TÜRKİYE,İngiliz,2.0,9.0,0.0,1.0,1.0,1.0,3.0,0.0,11.0,11.0,11.0,33.0,"83.231,25"
ŞEYMAHANIM,TÜRKİYE,Arap,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,25.0,"26.277,50"
NOSTUS,TÜRKİYE,İngiliz,3.0,36.0,0.0,1.0,3.0,5.0,4.0,0.0,3.0,8.0,14.0,11.0,"153.697,50"
DİLBAĞI,TÜRKİYE,Arap,3.0,21.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,"39.703,75"
MADAME ROYALE,TÜRKİYE,İngiliz,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
PRAG,TÜRKİYE,Arap,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,"3.910,00"
NURTOPU,TÜRKİYE,Arap,1.0,11.0,0.0,1.0,2.0,0.0,1.0,0.0,9.0,18.0,0.0,9.0,"64.515,00"
SİYAH ORKİDE,TÜRKİYE,Arap,2.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,14.0,14.0,14.0,0.0,"71.415,00"
ZEHİREM,TÜRKİYE,Arap,2.0,8.0,0.0,6.0,0.0,1.0,0.0,0.0,75.0,0.0,12.0,0.0,"995.240,00"
İZMOCE,TÜRKİYE,Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
NURHANHANIM,TÜRKİYE,Arap,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,0.0,"18.400,00"
AYVALIKGÜCÜ,TÜRKİYE,Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
COOL WATER,TÜRKİYE,İngiliz,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,"12.477,50"
WHITE LIGHT,TÜRKİYE,İngiliz,2.0,8.0,0.0,1.0,2.0,1.0,0.0,0.0,12.0,25.0,12.0,0.0,"246.905,00"
BLAZING SPEED,TÜRKİYE,İngiliz,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
KIZIL BULUT,TÜRKİYE,İngiliz,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
KIZIM TUANA,TÜRKİYE,İngiliz,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
GÜZEL HÜLYA,TÜRKİYE,İngiliz,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MISS MONEY,TÜRKİYE,İngiliz,1.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,8.0,8.0,"21.188,75"
PRIZMA,TÜRKİYE,İngiliz,1.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,12.0,0.0,"23.460,00"
KEEP YOUR BREATH,TÜRKİYE,İngiliz,2.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,"24.840,00"
DELTA DART,TÜRKİYE,İngiliz,1.0,15.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,13.0,7.0,13.0,"36.196,25"
ECEM HATUN,TÜRKİYE,Arap,2.0,16.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,12.0,"37.260,00"
BAŞAKTAY,TÜRKİYE,Arap,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
DADAŞ STAR,TÜRKİYE,Arap,2.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,"5.117,50"
GENÇ FUNDA,TÜRKİYE,Arap,1.0,19.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,16.0,11.0,16.0,"69.517,50"
SUBARASHİİ,TÜRKİYE,Arap,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,"5.232,50"
NİNOŞUN KIZI,TÜRKİYE,Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ZAFER YOLU,TÜRKİYE,Arap,1.0,24.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,8.0,17.0,"119.265,00"
KIZILMAVİ,TÜRKİYE,Arap,2.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,22.0,22.0,0.0,"258.955,00"
FATOŞ KIZIM,TÜRKİYE,Arap,1.0,29.0,0.0,1.0,1.0,4.0,2.0,0.0,3.0,3.0,14.0,7.0,"124.545,00"
