Jokey,Koşu,1.,2.,3.,4.,5.,1.%,2.%,3.%,4.%,5.%,Jokey Kısaltması
MEHMET GÜNEŞ,1610.0,191.0,227.0,213.0,244.0,220.0,12.0,14.0,13.0,15.0,14.0,M.GÜNEŞ
MEHMET EMİN ÖZDEKLİ,1676.0,190.0,205.0,194.0,205.0,274.0,11.0,12.0,12.0,12.0,16.0,M.E.ÖZDEKLİ
FATİH VURUCU,2039.0,190.0,191.0,185.0,214.0,192.0,9.0,9.0,9.0,10.0,9.0,F.VURUCU
MUSTAFA TARHAN,2671.0,188.0,244.0,237.0,229.0,261.0,7.0,9.0,9.0,9.0,10.0,M.TARHAN
MEHMET ALTUNBAŞ,2899.0,187.0,201.0,256.0,261.0,292.0,6.0,7.0,9.0,9.0,10.0,M.ALTUNBAŞ
HALİL ALTIN,2305.0,181.0,207.0,206.0,206.0,212.0,8.0,9.0,9.0,9.0,9.0,H.ALTIN
TAYLAN BAĞCI,3433.0,179.0,201.0,221.0,266.0,308.0,5.0,6.0,6.0,8.0,9.0,T.BAĞCI
MAHMUT SAV,2191.0,176.0,170.0,177.0,208.0,191.0,8.0,8.0,8.0,9.0,9.0,M.SAV
CANER TEPE,2370.0,176.0,187.0,201.0,215.0,222.0,7.0,8.0,8.0,9.0,9.0,C.TEPE
FIRAT ARSLAN,2537.0,176.0,188.0,202.0,257.0,301.0,7.0,7.0,8.0,10.0,12.0,F.ARSLAN
ERKAN TUNÇ,3001.0,173.0,215.0,236.0,266.0,255.0,6.0,7.0,8.0,9.0,8.0,E.TUNÇ
CEMAL KURT,2512.0,167.0,251.0,255.0,254.0,263.0,7.0,10.0,10.0,10.0,10.0,C.KURT
BURAK AKÇAY,2019.0,166.0,180.0,183.0,193.0,195.0,8.0,9.0,9.0,10.0,10.0,B.AKÇAY
ONUR ÖZELCANAT,2652.0,165.0,216.0,243.0,221.0,282.0,6.0,8.0,9.0,8.0,11.0,O.ÖZELCANAT
NEDİM KANDUR,2224.0,163.0,201.0,261.0,270.0,192.0,7.0,9.0,12.0,12.0,9.0,N.KANDUR
CEM ŞEN,2289.0,163.0,154.0,157.0,179.0,223.0,7.0,7.0,7.0,8.0,10.0,C.ŞEN
İSA BOLAT,1632.0,162.0,187.0,212.0,230.0,223.0,10.0,11.0,13.0,14.0,14.0,İ.BOLAT
ADEM ŞEN,1968.0,161.0,205.0,215.0,206.0,218.0,8.0,10.0,11.0,10.0,11.0,A.ŞEN
HALİL İBRAHİM AKKAYA,2158.0,157.0,163.0,199.0,200.0,178.0,7.0,8.0,9.0,9.0,8.0,H.İ.AKKAYA
ALİ CAN İNAN,1504.0,156.0,140.0,137.0,131.0,158.0,10.0,9.0,9.0,9.0,11.0,A.C.İNAN
HASAN DEMİRTAŞ,2565.0,156.0,198.0,185.0,202.0,237.0,6.0,8.0,7.0,8.0,9.0,H.DEMİRTAŞ
SELÇUK ASLAN,1594.0,155.0,146.0,214.0,225.0,132.0,10.0,9.0,13.0,14.0,8.0,S.ASLAN
ALİ ŞENBAHAR,1721.0,155.0,179.0,162.0,168.0,169.0,9.0,10.0,9.0,10.0,10.0,A.ŞENBAHAR
İLHAMİ GÖÇER,2105.0,155.0,149.0,177.0,167.0,139.0,7.0,7.0,8.0,8.0,7.0,İ.GÖÇER
CEMAL PASO,2320.0,155.0,222.0,232.0,234.0,230.0,7.0,10.0,10.0,10.0,10.0,C.PASO
OKAN İNCE,2157.0,154.0,168.0,178.0,205.0,197.0,7.0,8.0,8.0,10.0,9.0,O.İNCE
DANYAL KAYA,2128.0,154.0,205.0,202.0,209.0,190.0,7.0,10.0,9.0,10.0,9.0,D.KAYA
VAHDETTİN KAPLAN,2002.0,153.0,138.0,182.0,181.0,212.0,8.0,7.0,9.0,9.0,11.0,V.KAPLAN
AHMET ARSLAN,2301.0,153.0,182.0,176.0,201.0,241.0,7.0,8.0,8.0,9.0,10.0,A.ARSLAN
SİNAN ÇETİN,3472.0,153.0,194.0,219.0,267.0,276.0,4.0,6.0,6.0,8.0,8.0,S.ÇETİN
